Word,Count,Count_per_million,Log_freq,
flipar,5,0.120192308,0.77815125,
flipe,4,0.096153846,0.698970004,
flipŽ,4,0.096153846,0.698970004,
flipo,4,0.096153846,0.698970004,
flirtea,12,0.288461538,1.113943352,
flirteaba,5,0.120192308,0.77815125,
flirteaban,2,0.048076923,0.477121255,
flirteabas,4,0.096153846,0.698970004,
flirteando,41,0.985576923,1.62324929,
flirtear,34,0.817307692,1.544068044,
flirteas,5,0.120192308,0.77815125,
flirteo,18,0.432692308,1.278753601,
flirte—,6,0.144230769,0.84509804,
floja,138,3.317307692,2.1430148,
flojas,28,0.673076923,1.462397998,
flojeando,7,0.168269231,0.903089987,
flojear,2,0.048076923,0.477121255,
floj’simo,2,0.048076923,0.477121255,
flojo,178,4.278846154,2.252853031,
flojos,47,1.129807692,1.681241237,
flor,692,16.63461538,2.840733235,
flora,122,2.932692308,2.089905111,
floral,34,0.817307692,1.544068044,
florales,37,0.889423077,1.579783597,
florcita,11,0.264423077,1.079181246,
florece,32,0.769230769,1.51851394,
florecen,29,0.697115385,1.477121255,
florecer,53,1.274038462,1.73239376,
florecer‡,11,0.264423077,1.079181246,
florecer‡n,6,0.144230769,0.84509804,
florecerŽ,2,0.048076923,0.477121255,
florecer’a,2,0.048076923,0.477121255,
florec’a,6,0.144230769,0.84509804,
florec’an,3,0.072115385,0.602059991,
florecido,25,0.600961538,1.414973348,
floreciendo,28,0.673076923,1.462397998,
floreciente,31,0.745192308,1.505149978,
florecientes,4,0.096153846,0.698970004,
floreciera,4,0.096153846,0.698970004,
florecieron,2,0.048076923,0.477121255,
florecilla,5,0.120192308,0.77815125,
florecillas,3,0.072115385,0.602059991,
florecimiento,5,0.120192308,0.77815125,
floreci—,15,0.360576923,1.204119983,
floreciste,2,0.048076923,0.477121255,
florecitas,5,0.120192308,0.77815125,
florence,160,3.846153846,2.206825876,
florencia,96,2.307692308,1.986771734,
florentino,8,0.192307692,0.954242509,
floreo,3,0.072115385,0.602059991,
floreos,3,0.072115385,0.602059991,
florer’a,35,0.841346154,1.556302501,
florero,47,1.129807692,1.681241237,
floreros,10,0.240384615,1.041392685,
flores,2280,54.80769231,3.358125285,
florete,2,0.048076923,0.477121255,
florezca,11,0.264423077,1.079181246,
florezcan,8,0.192307692,0.954242509,
florida,998,23.99038462,2.999565488,
florido,5,0.120192308,0.77815125,
flor’n,2,0.048076923,0.477121255,
florines,22,0.528846154,1.361727836,
florista,74,1.778846154,1.875061263,
floristas,12,0.288461538,1.113943352,
florister’a,20,0.480769231,1.322219295,
florituras,4,0.096153846,0.698970004,
flota,725,17.42788462,2.860936621,
flotaba,28,0.673076923,1.462397998,
flotaban,7,0.168269231,0.903089987,
flotaci—n,26,0.625,1.431363764,
flotado,7,0.168269231,0.903089987,
flotador,35,0.841346154,1.556302501,
flotadores,28,0.673076923,1.462397998,
flotamos,8,0.192307692,0.954242509,
flotan,45,1.081730769,1.662757832,
flotando,346,8.317307692,2.540329475,
flotante,99,2.379807692,2,
flotantes,22,0.528846154,1.361727836,
flotar,107,2.572115385,2.033423755,
flotara,4,0.096153846,0.698970004,
flotar‡,5,0.120192308,0.77815125,
flotaran,4,0.096153846,0.698970004,
flotar‡n,2,0.048076923,0.477121255,
flotaras,2,0.048076923,0.477121255,
flotar‡s,2,0.048076923,0.477121255,
flotar’a,6,0.144230769,0.84509804,
flotaron,5,0.120192308,0.77815125,
flotas,15,0.360576923,1.204119983,
flote,114,2.740384615,2.06069784,
flotŽ,4,0.096153846,0.698970004,
floten,2,0.048076923,0.477121255,
flotes,3,0.072115385,0.602059991,
floto,7,0.168269231,0.903089987,
fluctœa,10,0.240384615,1.041392685,
fluctuaci—n,15,0.360576923,1.204119983,
fluctuaciones,36,0.865384615,1.568201724,
fluctœan,3,0.072115385,0.602059991,
fluctuando,8,0.192307692,0.954242509,
fluctuante,12,0.288461538,1.113943352,
fluctuar,2,0.048076923,0.477121255,
flu’a,16,0.384615385,1.230448921,
fluida,10,0.240384615,1.041392685,
fluidamente,7,0.168269231,0.903089987,
fluidez,31,0.745192308,1.505149978,
fluido,250,6.009615385,2.399673721,
fluidos,169,4.0625,2.230448921,
fluir,73,1.754807692,1.86923172,
fluir‡,14,0.336538462,1.176091259,
fluir‡n,4,0.096153846,0.698970004,
fluiremos,4,0.096153846,0.698970004,
flujo,335,8.052884615,2.526339277,
flujos,21,0.504807692,1.342422681,
flœor,12,0.288461538,1.113943352,
fluorescencia,5,0.120192308,0.77815125,
fluorescente,39,0.9375,1.602059991,
fluorescentes,35,0.841346154,1.556302501,
fluvial,7,0.168269231,0.903089987,
fluviales,2,0.048076923,0.477121255,
fluya,43,1.033653846,1.643452676,
fluyan,15,0.360576923,1.204119983,
fluye,116,2.788461538,2.068185862,
fluyen,26,0.625,1.431363764,
fluyendo,37,0.889423077,1.579783597,
fluyera,3,0.072115385,0.602059991,
fluyeron,3,0.072115385,0.602059991,
fluy—,16,0.384615385,1.230448921,
flyer,6,0.144230769,0.84509804,
flyers,34,0.817307692,1.544068044,
fm,46,1.105769231,1.672097858,
fmi,27,0.649038462,1.447158031,
fobia,80,1.923076923,1.908485019,
fobias,14,0.336538462,1.176091259,
f—bica,3,0.072115385,0.602059991,
f—bico,5,0.120192308,0.77815125,
foca,104,2.5,2.021189299,
focal,5,0.120192308,0.77815125,
focales,2,0.048076923,0.477121255,
focalizada,4,0.096153846,0.698970004,
focalizado,2,0.048076923,0.477121255,
focalizados,2,0.048076923,0.477121255,
focalizar,7,0.168269231,0.903089987,
focas,93,2.235576923,1.973127854,
foco,144,3.461538462,2.161368002,
focos,32,0.769230769,1.51851394,
fofa,4,0.096153846,0.698970004,
fofas,4,0.096153846,0.698970004,
fofo,16,0.384615385,1.230448921,
fofos,5,0.120192308,0.77815125,
fogata,220,5.288461538,2.344392274,
fogatas,27,0.649038462,1.447158031,
fog—n,15,0.360576923,1.204119983,
fogonazo,2,0.048076923,0.477121255,
fogonazos,5,0.120192308,0.77815125,
fogonero,4,0.096153846,0.698970004,
fogoneros,3,0.072115385,0.602059991,
fogones,4,0.096153846,0.698970004,
fogosa,21,0.504807692,1.342422681,
fogosidad,2,0.048076923,0.477121255,
fogoso,15,0.360576923,1.204119983,
fogosos,6,0.144230769,0.84509804,
fogueo,34,0.817307692,1.544068044,
foie,25,0.600961538,1.414973348,
folclor,10,0.240384615,1.041392685,
folclore,17,0.408653846,1.255272505,
f—lico,10,0.240384615,1.041392685,
fol’culo,13,0.3125,1.146128036,
fol’culos,19,0.456730769,1.301029996,
folio,6,0.144230769,0.84509804,
folios,5,0.120192308,0.77815125,
folk,70,1.682692308,1.851258349,
folklore,34,0.817307692,1.544068044,
folkl—rica,20,0.480769231,1.322219295,
folkl—rico,7,0.168269231,0.903089987,
folla,26,0.625,1.431363764,
follaba,9,0.216346154,1,
foll‡bamos,3,0.072115385,0.602059991,
follabas,3,0.072115385,0.602059991,
follada,2,0.048076923,0.477121255,
folladas,4,0.096153846,0.698970004,
follado,35,0.841346154,1.556302501,
foll‡is,3,0.072115385,0.602059991,
follaje,27,0.649038462,1.447158031,
f—llame,39,0.9375,1.602059991,
follamos,4,0.096153846,0.698970004,
follan,14,0.336538462,1.176091259,
follando,36,0.865384615,1.568201724,
follao,9,0.216346154,1,
follar,138,3.317307692,2.1430148,
follara,3,0.072115385,0.602059991,
follar‡,3,0.072115385,0.602059991,
follaras,3,0.072115385,0.602059991,
follar‡s,2,0.048076923,0.477121255,
follarŽ,6,0.144230769,0.84509804,
follaremos,2,0.048076923,0.477121255,
follar’a,10,0.240384615,1.041392685,
follar’as,3,0.072115385,0.602059991,
follarla,4,0.096153846,0.698970004,
follarme,18,0.432692308,1.278753601,
follarnos,3,0.072115385,0.602059991,
follaron,6,0.144230769,0.84509804,
follarse,8,0.192307692,0.954242509,
foll‡rsela,2,0.048076923,0.477121255,
follarte,13,0.3125,1.146128036,
foll‡rtela,2,0.048076923,0.477121255,
follas,25,0.600961538,1.414973348,
follaste,24,0.576923077,1.397940009,
folle,9,0.216346154,1,
follŽ,19,0.456730769,1.301029996,
follemos,4,0.096153846,0.698970004,
follen,19,0.456730769,1.301029996,
folles,9,0.216346154,1,
folleto,173,4.158653846,2.240549248,
folletos,129,3.100961538,2.113943352,
follo,17,0.408653846,1.255272505,
foll—,6,0.144230769,0.84509804,
foll—n,13,0.3125,1.146128036,
fomenta,11,0.264423077,1.079181246,
fomentaba,3,0.072115385,0.602059991,
fomentadas,3,0.072115385,0.602059991,
fomentado,4,0.096153846,0.698970004,
fomentamos,5,0.120192308,0.77815125,
fomentando,11,0.264423077,1.079181246,
fomentar,32,0.769230769,1.51851394,
fomentar‡,4,0.096153846,0.698970004,
fomentarŽ,3,0.072115385,0.602059991,
fomentarla,3,0.072115385,0.602059991,
fomentas,2,0.048076923,0.477121255,
fomente,2,0.048076923,0.477121255,
fomento,5,0.120192308,0.77815125,
fonda,27,0.649038462,1.447158031,
fondo,2768,66.53846154,3.442322956,
fondos,878,21.10576923,2.943988875,
fondue,63,1.514423077,1.806179974,
fonemas,2,0.048076923,0.477121255,
fonŽtica,9,0.216346154,1,
fonŽticamente,6,0.144230769,0.84509804,
fonŽtico,3,0.072115385,0.602059991,
fono,46,1.105769231,1.672097858,
fon—grafo,7,0.168269231,0.903089987,
fontaner’a,34,0.817307692,1.544068044,
fontanero,83,1.995192308,1.924279286,
fontaneros,9,0.216346154,1,
football,86,2.067307692,1.939519253,
footing,22,0.528846154,1.361727836,
foque,22,0.528846154,1.361727836,
forajida,4,0.096153846,0.698970004,
forajidas,6,0.144230769,0.84509804,
forajido,68,1.634615385,1.838849091,
forajidos,79,1.899038462,1.903089987,
for‡nea,2,0.048076923,0.477121255,
for‡neas,3,0.072115385,0.602059991,
for‡neo,4,0.096153846,0.698970004,
for‡neos,6,0.144230769,0.84509804,
forastera,17,0.408653846,1.255272505,
forastero,95,2.283653846,1.982271233,
forasteros,67,1.610576923,1.832508913,
forcŽ,60,1.442307692,1.785329835,
forcejea,7,0.168269231,0.903089987,
forceje‡bamos,2,0.048076923,0.477121255,
forcejeamos,4,0.096153846,0.698970004,
forcejean,2,0.048076923,0.477121255,
forcejeando,14,0.336538462,1.176091259,
forcejear,11,0.264423077,1.079181246,
forcejearon,3,0.072115385,0.602059991,
forcejeo,53,1.274038462,1.73239376,
forceje—,3,0.072115385,0.602059991,
forcejeos,6,0.144230769,0.84509804,
f—rceps,21,0.504807692,1.342422681,
ford,684,16.44230769,2.835690571,
forense,838,20.14423077,2.923761961,
forenses,276,6.634615385,2.442479769,
forestal,49,1.177884615,1.698970004,
forestales,12,0.288461538,1.113943352,
forja,10,0.240384615,1.041392685,
forjada,37,0.889423077,1.579783597,
forjadas,4,0.096153846,0.698970004,
forjado,31,0.745192308,1.505149978,
forjador,7,0.168269231,0.903089987,
forjadores,6,0.144230769,0.84509804,
forjados,5,0.120192308,0.77815125,
forjamos,4,0.096153846,0.698970004,
forjan,5,0.120192308,0.77815125,
forjando,9,0.216346154,1,
forjar,31,0.745192308,1.505149978,
forjar‡,3,0.072115385,0.602059991,
forjar‡n,4,0.096153846,0.698970004,
forjaremos,2,0.048076923,0.477121255,
forjaron,7,0.168269231,0.903089987,
forjarse,3,0.072115385,0.602059991,
forjŽ,4,0.096153846,0.698970004,
forjemos,2,0.048076923,0.477121255,
forj—,21,0.504807692,1.342422681,
forma,14556,349.9038462,4.163071882,
formaba,54,1.298076923,1.740362689,
form‡bamos,8,0.192307692,0.954242509,
formaban,20,0.480769231,1.322219295,
formabas,2,0.048076923,0.477121255,
formaci—n,433,10.40865385,2.63748973,
formaciones,29,0.697115385,1.477121255,
formad,4,0.096153846,0.698970004,
formada,59,1.418269231,1.77815125,
formadas,16,0.384615385,1.230448921,
formado,164,3.942307692,2.217483944,
formados,29,0.697115385,1.477121255,
form‡is,4,0.096153846,0.698970004,
formal,376,9.038461538,2.57634135,
formaldeh’do,25,0.600961538,1.414973348,
formales,63,1.514423077,1.806179974,
formalice,3,0.072115385,0.602059991,
formalidad,124,2.980769231,2.096910013,
formalidades,56,1.346153846,1.755874856,
formalismo,2,0.048076923,0.477121255,
formalismos,2,0.048076923,0.477121255,
formalizado,2,0.048076923,0.477121255,
formalizamos,2,0.048076923,0.477121255,
formalizar,12,0.288461538,1.113943352,
formalmente,119,2.860576923,2.079181246,
formamos,64,1.538461538,1.812913357,
forman,211,5.072115385,2.326335861,
formando,125,3.004807692,2.100370545,
form‡ndose,11,0.264423077,1.079181246,
formar,597,14.35096154,2.776701184,
formara,12,0.288461538,1.113943352,
formar‡,27,0.649038462,1.447158031,
form‡ramos,8,0.192307692,0.954242509,
formaran,9,0.216346154,1,
formar‡n,19,0.456730769,1.301029996,
formar‡s,8,0.192307692,0.954242509,
formarŽ,19,0.456730769,1.301029996,
formaremos,22,0.528846154,1.361727836,
formar’a,13,0.3125,1.146128036,
formar’amos,3,0.072115385,0.602059991,
formar’an,3,0.072115385,0.602059991,
formar’as,2,0.048076923,0.477121255,
formarle,2,0.048076923,0.477121255,
formarlo,2,0.048076923,0.477121255,
formarme,5,0.120192308,0.77815125,
formarnos,3,0.072115385,0.602059991,
formaron,77,1.850961538,1.892094603,
formarse,35,0.841346154,1.556302501,
formarte,7,0.168269231,0.903089987,
formas,2680,64.42307692,3.428296814,
formaste,11,0.264423077,1.079181246,
f—rmate,6,0.144230769,0.84509804,
formatea,2,0.048076923,0.477121255,
formateado,3,0.072115385,0.602059991,
formatear,2,0.048076923,0.477121255,
formativos,3,0.072115385,0.602059991,
formato,68,1.634615385,1.838849091,
formatos,6,0.144230769,0.84509804,
forme,54,1.298076923,1.740362689,
formŽ,30,0.721153846,1.491361694,
formemos,15,0.360576923,1.204119983,
formen,134,3.221153846,2.130333768,
f—rmenlos,4,0.096153846,0.698970004,
f—rmense,57,1.370192308,1.763427994,
formes,11,0.264423077,1.079181246,
f—rmese,3,0.072115385,0.602059991,
formidable,181,4.350961538,2.260071388,
formidables,15,0.360576923,1.204119983,
formo,43,1.033653846,1.643452676,
form—,127,3.052884615,2.10720997,
formol,16,0.384615385,1.230448921,
f—rmula,366,8.798076923,2.564666064,
formulaba,3,0.072115385,0.602059991,
formulaci—n,2,0.048076923,0.477121255,
formulada,2,0.048076923,0.477121255,
formuladas,2,0.048076923,0.477121255,
formulado,9,0.216346154,1,
formulados,2,0.048076923,0.477121255,
formulamos,5,0.120192308,0.77815125,
formulando,3,0.072115385,0.602059991,
formular,52,1.25,1.72427587,
formularan,3,0.072115385,0.602059991,
formularemos,3,0.072115385,0.602059991,
formulario,370,8.894230769,2.56937391,
formularios,235,5.649038462,2.372912003,
formularle,2,0.048076923,0.477121255,
formularon,3,0.072115385,0.602059991,
formularse,6,0.144230769,0.84509804,
formularte,3,0.072115385,0.602059991,
formulas,4,0.096153846,0.698970004,
f—rmulas,36,0.865384615,1.568201724,
formulaste,2,0.048076923,0.477121255,
formule,2,0.048076923,0.477121255,
formulŽ,2,0.048076923,0.477121255,
formulen,2,0.048076923,0.477121255,
formul—,3,0.072115385,0.602059991,
fornica,5,0.120192308,0.77815125,
fornicaci—n,14,0.336538462,1.176091259,
fornicaciones,3,0.072115385,0.602059991,
fornicado,5,0.120192308,0.77815125,
fornicador,6,0.144230769,0.84509804,
fornicadora,2,0.048076923,0.477121255,
fornicadores,9,0.216346154,1,
fornican,7,0.168269231,0.903089987,
fornicando,25,0.600961538,1.414973348,
fornic‡ndola,3,0.072115385,0.602059991,
fornicar,47,1.129807692,1.681241237,
fornicar‡s,2,0.048076923,0.477121255,
fornicaron,3,0.072115385,0.602059991,
fornida,4,0.096153846,0.698970004,
fornido,46,1.105769231,1.672097858,
fornidos,11,0.264423077,1.079181246,
foro,142,3.413461538,2.155336037,
foros,24,0.576923077,1.397940009,
forra,6,0.144230769,0.84509804,
forrada,21,0.504807692,1.342422681,
forradas,6,0.144230769,0.84509804,
forrado,34,0.817307692,1.544068044,
forrados,8,0.192307692,0.954242509,
forraje,17,0.408653846,1.255272505,
forrando,2,0.048076923,0.477121255,
forrar,7,0.168269231,0.903089987,
forraremos,2,0.048076923,0.477121255,
forrarnos,3,0.072115385,0.602059991,
forrarte,2,0.048076923,0.477121255,
forrŽ,2,0.048076923,0.477121255,
forro,76,1.826923077,1.886490725,
forr—,5,0.120192308,0.77815125,
forros,11,0.264423077,1.079181246,
fortach—n,31,0.745192308,1.505149978,
fortachona,2,0.048076923,0.477121255,
fortalece,56,1.346153846,1.755874856,
fortalecemos,4,0.096153846,0.698970004,
fortalecen,7,0.168269231,0.903089987,
fortalecer,54,1.298076923,1.740362689,
fortalecer‡,17,0.408653846,1.255272505,
fortalecer‡n,3,0.072115385,0.602059991,
fortaleceremos,4,0.096153846,0.698970004,
fortalecer’a,5,0.120192308,0.77815125,
fortalecerlos,3,0.072115385,0.602059991,
fortalecernos,6,0.144230769,0.84509804,
fortalecerse,8,0.192307692,0.954242509,
fortalecerte,7,0.168269231,0.903089987,
fortalecida,4,0.096153846,0.698970004,
fortalecido,11,0.264423077,1.079181246,
fortalecidos,8,0.192307692,0.954242509,
fortaleciendo,8,0.192307692,0.954242509,
fortaleciŽndose,3,0.072115385,0.602059991,
fortalecieron,3,0.072115385,0.602059991,
fortaleci—,9,0.216346154,1,
fortaleza,397,9.543269231,2.599883072,
fortalezas,31,0.745192308,1.505149978,
fortalezca,6,0.144230769,0.84509804,
fortalezcan,3,0.072115385,0.602059991,
fortalŽzcanse,2,0.048076923,0.477121255,
fortalezco,3,0.072115385,0.602059991,
fortificaci—n,12,0.288461538,1.113943352,
fortificaciones,7,0.168269231,0.903089987,
fortificada,15,0.360576923,1.204119983,
fortificado,30,0.721153846,1.491361694,
fortificados,2,0.048076923,0.477121255,
fortificar,10,0.240384615,1.041392685,
fortifiquen,2,0.048076923,0.477121255,
fort’sima,2,0.048076923,0.477121255,
fort’simo,2,0.048076923,0.477121255,
fortuita,10,0.240384615,1.041392685,
fortuitas,3,0.072115385,0.602059991,
fortuito,44,1.057692308,1.653212514,
fortuitos,8,0.192307692,0.954242509,
fortuna,1124,27.01923077,3.051152522,
fortunas,73,1.754807692,1.86923172,
fortune,46,1.105769231,1.672097858,
fortunio,5,0.120192308,0.77815125,
f—rum,21,0.504807692,1.342422681,
forœnculo,11,0.264423077,1.079181246,
forœnculos,16,0.384615385,1.230448921,
forzaba,9,0.216346154,1,
forzada,143,3.4375,2.158362492,
forzadamente,2,0.048076923,0.477121255,
forzadas,24,0.576923077,1.397940009,
forzado,191,4.591346154,2.283301229,
forzados,99,2.379807692,2,
forzamos,16,0.384615385,1.230448921,
forzando,73,1.754807692,1.86923172,
forz‡ndola,2,0.048076923,0.477121255,
forz‡ndolo,9,0.216346154,1,
forz‡ndolos,2,0.048076923,0.477121255,
forz‡ndome,5,0.120192308,0.77815125,
forz‡ndonos,3,0.072115385,0.602059991,
forz‡ndote,3,0.072115385,0.602059991,
forzar,196,4.711538462,2.294466226,
forzara,8,0.192307692,0.954242509,
forzar‡,14,0.336538462,1.176091259,
forzaran,2,0.048076923,0.477121255,
forzar‡n,5,0.120192308,0.77815125,
forzar‡s,2,0.048076923,0.477121255,
forzarŽ,9,0.216346154,1,
forzaremos,7,0.168269231,0.903089987,
forzar’a,14,0.336538462,1.176091259,
forzar’an,4,0.096153846,0.698970004,
forzarla,27,0.649038462,1.447158031,
forzarle,2,0.048076923,0.477121255,
forzarlo,38,0.913461538,1.591064607,
forzarlos,13,0.3125,1.146128036,
forzarme,29,0.697115385,1.477121255,
forzarnos,6,0.144230769,0.84509804,
forzaron,63,1.514423077,1.806179974,
forzarte,22,0.528846154,1.361727836,
forzaste,58,1.394230769,1.770852012,
forz—,117,2.8125,2.071882007,
forzosa,25,0.600961538,1.414973348,
forzosamente,21,0.504807692,1.342422681,
forzosas,2,0.048076923,0.477121255,
forzoso,19,0.456730769,1.301029996,
forzosos,2,0.048076923,0.477121255,
forzudo,10,0.240384615,1.041392685,
forzudos,4,0.096153846,0.698970004,
fosa,146,3.509615385,2.167317335,
fosas,51,1.225961538,1.716003344,
fosfato,11,0.264423077,1.079181246,
fosfatos,4,0.096153846,0.698970004,
fosforescencia,2,0.048076923,0.477121255,
fosforescente,3,0.072115385,0.602059991,
fosforescentes,7,0.168269231,0.903089987,
fosf—rico,2,0.048076923,0.477121255,
fosforito,2,0.048076923,0.477121255,
f—sforo,99,2.379807692,2,
f—sforos,189,4.543269231,2.278753601,
f—sil,41,0.985576923,1.62324929,
f—siles,88,2.115384615,1.949390007,
fosilizada,2,0.048076923,0.477121255,
fosilizados,7,0.168269231,0.903089987,
foso,104,2.5,2.021189299,
fosos,4,0.096153846,0.698970004,
foto,4910,118.0288462,3.691169934,
fotocopia,25,0.600961538,1.414973348,
fotocopiador,3,0.072115385,0.602059991,
fotocopiadora,95,2.283653846,1.982271233,
fotocopiadoras,6,0.144230769,0.84509804,
fotocopiando,6,0.144230769,0.84509804,
fotocopiar,7,0.168269231,0.903089987,
fotocopiara,2,0.048076923,0.477121255,
fotocopiarlas,2,0.048076923,0.477121255,
fotocopiarme,3,0.072115385,0.602059991,
fotocopias,29,0.697115385,1.477121255,
fotocopiŽ,3,0.072115385,0.602059991,
fotocopies,2,0.048076923,0.477121255,
fotocopi—,5,0.120192308,0.77815125,
fotodetectores,2,0.048076923,0.477121255,
fotofobia,4,0.096153846,0.698970004,
fotogŽnica,16,0.384615385,1.230448921,
fotogŽnico,6,0.144230769,0.84509804,
fotogŽnicos,6,0.144230769,0.84509804,
fot—grafa,83,1.995192308,1.924279286,
fotograf’a,938,22.54807692,2.972665592,
fotografiaba,9,0.216346154,1,
fotografiaban,4,0.096153846,0.698970004,
fotografiada,9,0.216346154,1,
fotografiadas,3,0.072115385,0.602059991,
fotografiado,28,0.673076923,1.462397998,
fotografiados,12,0.288461538,1.113943352,
fotograf’alo,2,0.048076923,0.477121255,
fotograf’alos,3,0.072115385,0.602059991,
fotograf’ame,4,0.096153846,0.698970004,
fotografiamos,9,0.216346154,1,
fotograf’an,10,0.240384615,1.041392685,
fotografiando,18,0.432692308,1.278753601,
fotografiar,89,2.139423077,1.954242509,
fotografiara,2,0.048076923,0.477121255,
fotografiar‡,6,0.144230769,0.84509804,
fotografiaran,3,0.072115385,0.602059991,
fotografiaras,2,0.048076923,0.477121255,
fotografiar’a,2,0.048076923,0.477121255,
fotografiarla,5,0.120192308,0.77815125,
fotografiarlo,8,0.192307692,0.954242509,
fotografiarlos,8,0.192307692,0.954242509,
fotografiarme,6,0.144230769,0.84509804,
fotografiarnos,3,0.072115385,0.602059991,
fotografiaron,13,0.3125,1.146128036,
fotografiarse,4,0.096153846,0.698970004,
fotografiarte,13,0.3125,1.146128036,
fotograf’as,640,15.38461538,2.80685803,
fotografiaste,12,0.288461538,1.113943352,
fotogr‡fica,89,2.139423077,1.954242509,
fotogr‡ficamente,3,0.072115385,0.602059991,
fotogr‡ficas,16,0.384615385,1.230448921,
fotogr‡fico,60,1.442307692,1.785329835,
fotogr‡ficos,7,0.168269231,0.903089987,
fotografiŽ,14,0.336538462,1.176091259,
fotograf’e,8,0.192307692,0.954242509,
fotografiemos,2,0.048076923,0.477121255,
fotograf’en,10,0.240384615,1.041392685,
fotograf’enme,2,0.048076923,0.477121255,
fotograf’es,4,0.096153846,0.698970004,
fotografi—,24,0.576923077,1.397940009,
fotograf’o,5,0.120192308,0.77815125,
fot—grafo,445,10.69711538,2.649334859,
fot—grafos,94,2.259615385,1.977723605,
fotograma,14,0.336538462,1.176091259,
fotogramas,10,0.240384615,1.041392685,
fotomat—n,4,0.096153846,0.698970004,
fot—metro,2,0.048076923,0.477121255,
fotomontaje,4,0.096153846,0.698970004,
fot—n,11,0.264423077,1.079181246,
fotones,14,0.336538462,1.176091259,
fotos,4334,104.1826923,3.636989102,
fotosensibilidad,5,0.120192308,0.77815125,
fotosensible,4,0.096153846,0.698970004,
fotosensibles,4,0.096153846,0.698970004,
fotos’ntesis,11,0.264423077,1.079181246,
fotovoltaicas,3,0.072115385,0.602059991,
foxtrot,58,1.394230769,1.770852012,
fp,12,0.288461538,1.113943352,
fracasa,80,1.923076923,1.908485019,
fracasaba,2,0.048076923,0.477121255,
fracasada,77,1.850961538,1.892094603,
fracasadas,8,0.192307692,0.954242509,
fracasado,477,11.46634615,2.679427897,
fracasados,154,3.701923077,2.190331698,
fracasamos,34,0.817307692,1.544068044,
fracasan,32,0.769230769,1.51851394,
fracasando,20,0.480769231,1.322219295,
fracasar,124,2.980769231,2.096910013,
fracasara,18,0.432692308,1.278753601,
fracasar‡,24,0.576923077,1.397940009,
fracas‡ramos,2,0.048076923,0.477121255,
fracasar‡n,11,0.264423077,1.079181246,
fracasaras,4,0.096153846,0.698970004,
fracasar‡s,9,0.216346154,1,
fracasarŽ,3,0.072115385,0.602059991,
fracasaremos,6,0.144230769,0.84509804,
fracasar’a,6,0.144230769,0.84509804,
fracasaron,43,1.033653846,1.643452676,
fracasas,16,0.384615385,1.230448921,
fracasaste,42,1.009615385,1.633468456,
fracase,26,0.625,1.431363764,
fracasŽ,60,1.442307692,1.785329835,
fracasemos,2,0.048076923,0.477121255,
fracasen,7,0.168269231,0.903089987,
fracases,11,0.264423077,1.079181246,
fracaso,609,14.63942308,2.785329835,
fracas—,129,3.100961538,2.113943352,
fracasos,90,2.163461538,1.959041392,
fracci—n,80,1.923076923,1.908485019,
fraccionada,2,0.048076923,0.477121255,
fraccionaria,11,0.264423077,1.079181246,
fracciones,27,0.649038462,1.447158031,
fractura,175,4.206730769,2.245512668,
fracturada,28,0.673076923,1.462397998,
fracturadas,12,0.288461538,1.113943352,
fracturado,53,1.274038462,1.73239376,
fracturados,13,0.3125,1.146128036,
fracturando,6,0.144230769,0.84509804,
fracturar,3,0.072115385,0.602059991,
fracturar’a,2,0.048076923,0.477121255,
fracturaron,8,0.192307692,0.954242509,
fracturarse,2,0.048076923,0.477121255,
fracturas,97,2.331730769,1.991226076,
fracturaste,4,0.096153846,0.698970004,
fracturŽ,10,0.240384615,1.041392685,
fracturo,3,0.072115385,0.602059991,
fractur—,47,1.129807692,1.681241237,
fragancia,64,1.538461538,1.812913357,
fragancias,16,0.384615385,1.230448921,
fragante,13,0.3125,1.146128036,
fraganti,26,0.625,1.431363764,
fragata,25,0.600961538,1.414973348,
fragatas,4,0.096153846,0.698970004,
fr‡gil,309,7.427884615,2.491361694,
fr‡giles,75,1.802884615,1.880813592,
fragilidad,13,0.3125,1.146128036,
fragmentaci—n,15,0.360576923,1.204119983,
fragmentada,6,0.144230769,0.84509804,
fragmentadas,2,0.048076923,0.477121255,
fragmentado,6,0.144230769,0.84509804,
fragmentados,6,0.144230769,0.84509804,
fragmentamos,2,0.048076923,0.477121255,
fragmentar,2,0.048076923,0.477121255,
fragmento,167,4.014423077,2.225309282,
fragment—,5,0.120192308,0.77815125,
fragmentos,204,4.903846154,2.311753861,
fragor,3,0.072115385,0.602059991,
fragua,5,0.120192308,0.77815125,
fraguado,5,0.120192308,0.77815125,
fraguar,2,0.048076923,0.477121255,
fraguas,3,0.072115385,0.602059991,
fragu—,6,0.144230769,0.84509804,
fraile,41,0.985576923,1.62324929,
frailes,17,0.408653846,1.255272505,
frambuesa,75,1.802884615,1.880813592,
frambuesas,31,0.745192308,1.505149978,
fran,671,16.12980769,2.827369273,
franca,110,2.644230769,2.045322979,
francamente,924,22.21153846,2.966141733,
francas,8,0.192307692,0.954242509,
francŽs,1599,38.4375,3.204119983,
francesa,540,12.98076923,2.733197265,
francesas,122,2.932692308,2.089905111,
franceses,607,14.59134615,2.783903579,
francesito,12,0.288461538,1.113943352,
franchute,14,0.336538462,1.176091259,
francia,1318,31.68269231,3.120244796,
francis,663,15.9375,2.822168079,
