,Word,CompCnt,PhonDISC,SylCnt,num_phones,num_sylls_est,log_prob,surprisal
37205,Spick,1,SpIk,1,4,1,-4.8596502827361885,4.8596502827361885
37206,Spickaal,1,SpIkal,2,6,2,-5.270037564256166,5.270037564256166
37207,Spickgans,1,SpIkg&ns,2,8,2,-5.927505260343549,5.927505260343549
37208,Spicknadel,2,SpIknad@l,3,9,3,-5.805537558634388,5.805537558634388
37209,Spickzettel,2,SpIk=Et@l,3,9,3,-5.774590567984,5.774590567984
37210,spiegeln,1,Spig@ln,2,7,2,-4.182955394106788,4.182955394106788
37211,Spiegel,1,Spig@l,2,6,2,-3.9740609977124834,3.9740609977124834
37212,Spiegelbild,2,Spig@lbIlt,3,10,3,-6.037078254434638,6.037078254434638
37213,spiegelbildlich,2,Spig@lbIltlIx,4,13,4,-7.015096128344179,7.015096128344179
37214,spiegelblank,2,Spig@lbl&Nk,3,11,3,-7.551280491312269,7.551280491312269
37215,Spiegelei,2,Spig@lW,3,7,3,-5.317720612423642,5.317720612423642
37216,Spiegelfechter,2,Spig@lfExt@r,4,12,4,-7.333290000642322,7.333290000642322
37217,Spiegelfechterei,2,Spig@lfExt@rW,5,13,5,-8.74581819422627,8.74581819422627
37218,Spiegelglas,2,Spig@lglas,3,10,3,-6.272307306979843,6.272307306979843
37219,spiegelig,2,Spig@lIx,3,8,3,-5.666335752751075,5.666335752751075
37220,Spiegelreflexkamera,2,Spig@lreflEksk&m@ra,7,19,7,-12.02729711354597,12.02729711354597
37221,Spiegelsaal,2,Spig@lzal,3,9,3,-6.151331524949756,6.151331524949756
37222,Spiegelschrift,2,Spig@lSrIft,3,11,3,-6.605931202473605,6.605931202473605
37223,Spiegelteleskop,2,Spig@lteleskop,5,14,5,-8.210597495659384,8.210597495659384
37224,Spiegelung,2,Spig@lUN,3,8,3,-4.452975273081562,4.452975273081562
37225,spiegelverkehrt,2,Spig@lfErkert,4,13,4,-8.56358433785728,8.56358433785728
37226,Spieker,1,Spik@r,2,6,2,-5.181260417092523,5.181260417092523
37227,spielen,1,Spil@n,2,6,2,-3.914154028820221,3.914154028820221
37228,Spiel,1,Spil,1,4,1,-3.4856985578501627,3.4856985578501627
37229,Spielalter,2,Spil<@r,3,7,2,-5.768124648062409,5.768124648062409
37230,Spielart,2,Spilart,2,7,2,-6.919688923985907,6.919688923985907
37231,Spielautomat,2,SpilBtomat,4,10,4,-6.850459835734985,6.850459835734985
37232,Spielball,2,Spilb&l,2,7,2,-5.693865643388758,5.693865643388758
37233,Spielbank,2,Spilb&Nk,2,8,2,-5.739093987974593,5.739093987974593
37234,Spieldose,2,Spildoz@,3,8,3,-5.789544190604398,5.789544190604398
37235,Spieler,2,Spil@r,2,6,2,-4.133781265345116,4.133781265345116
37236,Spielerei,2,Spil@rW,3,7,3,-4.788487736155933,4.788487736155933
37237,Spielerin,2,Spil@rIn,3,8,3,-5.18931046366695,5.18931046366695
37238,spielerisch,2,Spil@rIS,3,8,3,-4.850938999320028,4.850938999320028
37239,Spielfeld,2,SpilfElt,2,8,2,-5.452819479699557,5.452819479699557
37240,Spielfigur,2,Spilfigur,3,9,3,-5.881510489435121,5.881510489435121
37241,Spielfilm,2,SpilfIlm,2,8,2,-5.652515515814607,5.652515515814607
37242,Spielfolge,2,SpilfOlg@,3,9,3,-6.633456721794099,6.633456721794099
37243,spielfrei,2,SpilfrW,2,7,2,-5.5514389380383165,5.5514389380383165
37244,Spielfuehrer,3,Spilfyr@r,3,9,3,-5.855909009089371,5.855909009089371
37245,Spielgefaehrte,2,Spilg@f)rt@,4,11,4,-7.856886248716766,7.856886248716766
37246,Spielgeld,2,SpilgElt,2,8,2,-5.684600913708965,5.684600913708965
37247,Spielhoelle,2,Spilh/l@,3,8,3,-6.088888528032812,6.088888528032812
37248,Spielhoeschen,2,Spilh|sx@n,3,10,3,-5.675817990710481,5.675817990710481
37249,Spielkamerad,2,Spilk&m@rat,4,11,4,-6.85185659838394,6.85185659838394
37250,Spielkarte,2,Spilk&rt@,3,9,3,-5.982897993069199,5.982897993069199
37251,Spielkasino,2,Spilk&zino,4,10,4,-6.44158661539887,6.44158661539887
37252,Spielklasse,2,Spilkl&s@,3,9,3,-7.01559002681835,7.01559002681835
37253,Spielleidenschaft,2,SpillWd@nS&ft,4,13,4,-7.489585250592527,7.489585250592527
37254,Spielleiter,3,SpillWt@r,3,9,3,-6.131126541517086,6.131126541517086
37255,Spielmann,1,Spilm&n,2,7,2,-5.5619849019691765,5.5619849019691765
37256,Spielmannsdichtung,3,Spilm&nsdIxtUN,4,14,4,-8.553086619928616,8.553086619928616
37257,Spielmarke,2,Spilm&rk@,3,9,3,-6.356960626382944,6.356960626382944
37258,Spieloper,2,Spilop@r,3,8,3,-7.433295379268314,7.433295379268314
37259,Spielplan,2,Spilplan,2,8,2,-5.426760415113663,5.426760415113663
37260,Spielplatz,2,Spilpl&=,2,8,2,-5.53437423131887,5.53437423131887
37261,Spielratte,2,Spilr&t@,3,8,3,-6.027559645226515,6.027559645226515
37262,Spielraum,2,SpilrBm,2,7,2,-5.416807785120543,5.416807785120543
37263,Spielregel,2,Spilreg@l,3,9,3,-6.61717450333586,6.61717450333586
37264,Spielsaal,2,Spilzal,2,7,2,-5.905940678776497,5.905940678776497
37265,Spielschuld,2,SpilSUlt,2,8,2,-6.405739965039642,6.405739965039642
37266,Spielschule,2,SpilSul@,3,8,3,-5.550312788092419,5.550312788092419
37267,spielstark,2,SpilSt&rk,2,9,2,-6.8998101810749235,6.8998101810749235
37268,Spielstaerke,2,SpilStErk@,3,10,3,-8.235943761572543,8.235943761572543
37269,Spielstrasse,2,SpilStras@,3,10,3,-6.788242256934328,6.788242256934328
37270,Spielteufel,2,SpiltXf@l,3,9,3,-6.60455526262605,6.60455526262605
37271,Spieltisch,2,SpiltIS,2,7,2,-5.476652706743769,5.476652706743769
37272,Spielverderber,3,SpilfErdErb@r,4,13,4,-9.57619336450462,9.57619336450462
37273,Spielvereinigung,2,SpilfErWnIgUN,5,13,5,-8.464546239387865,8.464546239387865
37274,Spielweise,2,SpilvWz@,3,8,3,-5.762796480179329,5.762796480179329
37275,Spielwerk,2,SpilvErk,2,8,2,-6.113470137965155,6.113470137965155
37276,Spielwiese,2,Spilviz@,3,8,3,-6.368892502104496,6.368892502104496
37277,Spielzeit,2,Spil=Wt,2,7,2,-5.536540158233036,5.536540158233036
37278,Spielzeug,2,Spil=Xk,2,7,2,-5.712510115392138,5.712510115392138
37279,Spielzimmer,2,Spil=Im@r,3,9,3,-5.866482338878229,5.866482338878229
37280,Spier,1,Spir,1,4,1,-4.710871561230293,4.710871561230293
37281,Spiere,1,Spir@,2,5,2,-6.258244102574875,6.258244102574875
37282,Spierling,1,SpirlIN,2,7,2,-6.052006367091465,6.052006367091465
37283,spiessen,1,Spis@n,2,6,2,-4.553548775305148,4.553548775305148
37284,Spiess,1,Spis,1,4,1,-4.490605458661916,4.490605458661916
37285,Spiessbock,2,SpisbOk,2,7,2,-5.249766013521555,5.249766013521555
37286,Spiessbuerger,2,SpisbYrg@r,3,10,3,-5.1322344301275775,5.1322344301275775
37287,spiessbuergerlich,2,SpisbYrg@rlIx,4,13,4,-5.665033396456422,5.665033396456422
37288,Spiessbuergerlichkeit,2,SpisbYrg@rlIxkWt,5,16,5,-6.237568791245761,6.237568791245761
37289,Spiessbuergertum,2,SpisbYrg@rtum,4,13,4,-6.765124406793611,6.765124406793611
37290,Spiesser,2,Spis@r,2,6,2,-4.549639164263038,4.549639164263038
37291,spiesserhaft,2,Spis@rh&ft,3,10,3,-6.3451402956348,6.3451402956348
37292,spiesserisch,2,Spis@rIS,3,8,3,-5.138153474183906,5.138153474183906
37293,spiessfoermig,3,Spisf/rmIx,3,10,3,-5.357303925151338,5.357303925151338
37294,Spiessgeselle,2,Spisg@zEl@,4,10,4,-6.745299310653432,6.745299310653432
37295,Spiessglanz,2,Spisgl&n=,2,9,2,-6.112513252557959,6.112513252557959
37296,spiessig,2,SpisIx,2,6,2,-4.861223205673849,4.861223205673849
37297,Spiessigkeit,2,SpisIxkWt,3,9,3,-5.184935823403892,5.184935823403892
37298,Spiessrute,2,Spisrut@,3,8,3,-5.526081328152182,5.526081328152182
37299,Spike,1,SpWk,1,4,1,-5.121317750137468,5.121317750137468
37300,Spill,1,SpIl,1,4,1,-4.590218285238651,4.590218285238651
37301,Spillage,0,SpIlaZ@,3,7,3,-5.540141276914063,5.540141276914063
37302,Spille,1,SpIl@,2,5,2,-5.010113232448951,5.010113232448951
37303,Spin,1,spIn,1,4,1,-5.152744624105916,5.152744624105916
37304,Spina,1,Spina,2,5,2,-4.873454853390143,4.873454853390143
37305,spinal,1,Spinal,2,6,2,-4.948679902310946,4.948679902310946
37306,Spinat,1,Spinat,2,6,2,-4.929882805326324,4.929882805326324
37307,Spinatwachtel,2,Spinatv&xt@l,4,12,4,-8.654784835208993,8.654784835208993
37308,Spind,1,SpInt,1,5,1,-5.326071279025195,5.326071279025195
37309,Spindel,2,SpInd@l,2,7,2,-5.679594233616214,5.679594233616214
37310,Spindelbaum,2,SpInd@lbBm,3,10,3,-7.3197858444912525,7.3197858444912525
37311,spindelduerr,2,SpInd@ldYr,3,10,3,-7.974742097020317,7.974742097020317
37312,Spindellager,2,SpInd@llag@r,4,12,4,-9.00507455394434,9.00507455394434
37313,Spinett,0,SpinEt,2,6,2,-5.069513605272407,5.069513605272407
37314,spinnen,1,SpIn@n,2,6,2,-4.203807600728586,4.203807600728586
37315,Spinnaker,0,SpIn&k@r,3,8,3,-6.7115104326340695,6.7115104326340695
37316,Spinnduese,2,SpIndyz@,3,8,3,-5.4795673943442855,5.4795673943442855
37317,Spinne,1,SpIn@,2,5,2,-4.688727161574239,4.688727161574239
37318,spinnefeind,2,SpIn@fWnt,3,9,3,-6.258950029346437,6.258950029346437
37319,Spinnengewebe,3,SpIn@ng@veb@,5,12,5,-8.633896014843971,8.633896014843971
37320,Spinnenkrebs,3,SpIn@nkreps,3,11,3,-8.284482045944943,8.284482045944943
37321,Spinnennetz,3,SpIn@nnE=,3,9,3,-7.12467334037407,7.12467334037407
37322,Spinner,2,SpIn@r,2,6,2,-5.043022694004077,5.043022694004077
37323,Spinnerei,2,SpIn@rW,3,7,3,-5.183840258559209,5.183840258559209
37324,Spinnerin,2,SpIn@rIn,3,8,3,-6.073224472879471,6.073224472879471
37325,Spinnerlied,2,SpIn@rlit,3,9,3,-7.0815389384630985,7.0815389384630985
37326,Spinnmaschine,2,SpInm&Sin@,4,10,4,-5.487795894078029,5.487795894078029
37327,Spinnrad,2,SpInrat,2,7,2,-5.3428715732225855,5.3428715732225855
37328,Spinnrocken,2,SpInrOk@n,3,9,3,-6.056143748225023,6.056143748225023
37329,Spinnstoff,2,SpInStOf,2,8,2,-6.534557494615279,6.534557494615279
37330,Spinnstube,2,SpInStub@,3,9,3,-6.906639898392615,6.906639898392615
37331,spinoes,0,Spin|s,2,6,2,-4.974040068638213,4.974040068638213
37332,spinozaisch,0,Spino=&IS,4,9,4,-5.465439038593116,5.465439038593116
37333,Spinozismus,0,Spino=IsmUs,4,11,4,-5.030154257771327,5.030154257771327
37334,Spinozist,0,Spino=Ist,3,9,3,-5.257435760762733,5.257435760762733
37335,spinozistisch,0,Spino=IstIS,4,11,4,-5.168570204843536,5.168570204843536
37336,Spion,1,Spion,2,5,2,-4.752932951501411,4.752932951501411
37337,Spionage,2,SpionaZ@,4,8,4,-6.164468569934834,6.164468569934834
37338,Spionageabwehr,2,SpionaZ@&pver,6,13,6,-8.474580064734733,8.474580064734733
37339,spionieren,2,Spionir@n,4,9,4,-4.439610257637018,4.439610257637018
37340,Spioniererei,2,Spionir@rW,5,10,5,-7.473516404501658,7.473516404501658
37341,Spionin,2,SpionIn,3,7,3,-6.689189204359323,6.689189204359323
37342,spiral,1,Spiral,2,6,2,-4.7220840250385505,4.7220840250385505
37343,Spiralbohrer,2,Spiralbor@r,4,11,4,-6.792748153436155,6.792748153436155
37344,Spirale,1,Spiral@,3,7,3,-5.584242971162756,5.584242971162756
37345,Spiralfeder,2,Spiralfed@r,4,11,4,-6.345379718750155,6.345379718750155
37346,spiralfoermig,3,Spiralf/rmIx,4,12,4,-5.801447139351398,5.801447139351398
37347,spiralig,2,SpiralIx,3,8,3,-6.311311245011733,6.311311245011733
37348,Spirallinie,2,Spirallini@,5,11,5,-6.175941232709482,6.175941232709482
37349,Spiralnebel,2,Spiralneb@l,4,11,4,-7.013993787969456,7.013993787969456
37350,Spirans,0,Spir&ns,2,7,2,-7.507486661653025,7.507486661653025
37351,Spirant,0,Spir&nt,2,7,2,-5.332698528989208,5.332698528989208
37352,spirantisch,2,Spir&ntIS,3,9,3,-6.954965763872372,6.954965763872372
37353,Spirille,0,SpirIl@,3,7,3,-6.0109808734002455,6.0109808734002455
37354,Spirit,0,SpIrIt,2,6,2,-5.01337003165205,5.01337003165205
37355,Spiritismus,2,SpiritIsmUs,4,11,4,-5.905869651353866,5.905869651353866
37356,Spiritist,2,SpIrItIst,3,9,3,-6.267899036730108,6.267899036730108
37357,spiritistisch,2,SpiritIstIS,4,11,4,-6.675375598313061,6.675375598313061
37358,spiritual,2,Spiritual,4,9,4,-4.940356170145216,4.940356170145216
37359,Spiritual,1,Spiritual,4,9,4,-4.940356170145216,4.940356170145216
37360,spiritualisieren,2,Spiritu&lizir@n,7,15,7,-6.16584016890322,6.16584016890322
37361,Spiritualismus,2,SpiritualIsmUs,6,14,6,-5.353390776122115,5.353390776122115
37362,Spiritualist,2,Spiritu&list,5,12,5,-6.51206762039533,6.51206762039533
37363,Spiritualitaet,2,Spiritu&lit)t,6,13,6,-5.939640030946584,5.939640030946584
37364,spirituell,2,SpirituEl,4,9,4,-5.143458840216623,5.143458840216623
37365,spirituoes,2,Spiritu|s,4,9,4,-5.592893064440597,5.592893064440597
37366,spirituos,0,Spirituos,4,9,4,-5.6278562234005305,5.6278562234005305
37367,Spiritus,2,spiritUs,3,8,3,-6.34281412461,6.34281412461
37368,Spirituskocher,2,spiritUskOx@r,5,13,5,-8.844742680625611,8.844742680625611
37369,Spirochaete,0,Spirox)t@,4,9,4,-5.893092042405884,5.893092042405884
37370,Spirometer,2,Spiromet@r,4,10,4,-5.768763522948684,5.768763522948684
37371,Spirre,1,SpIr@,2,5,2,-5.197139481390639,5.197139481390639
37372,Spital,1,Spital,2,6,2,-5.329914890912869,5.329914890912869
37373,spitzen,1,SpI=@n,2,6,2,-3.875100219617092,3.875100219617092
37374,spitz,1,SpI=,1,4,1,-4.867067616917684,4.867067616917684
37375,Spitz,1,SpI=,1,4,1,-4.867067616917684,4.867067616917684
37376,Spitzbart,2,SpI=bart,2,8,2,-6.830220424721946,6.830220424721946
37377,spitzbaertig,2,SpI=b)rtIx,3,10,3,-5.7559047085941835,5.7559047085941835
37378,spitzbekommen,2,SpI=b@kOm@n,4,11,4,-5.663478072987772,5.663478072987772
37379,Spitzbogen,2,SpI=bog@n,3,9,3,-5.089823956514385,5.089823956514385
37380,spitzbogig,2,SpI=bogIx,3,9,3,-5.477040260689486,5.477040260689486
37381,Spitzbohrer,2,SpI=bor@r,3,9,3,-6.0601984552845165,6.0601984552845165
37382,Spitzbube,2,SpI=bub@,3,8,3,-5.561417692609088,5.561417692609088
37383,Spitzbueberei,2,SpI=byb@rW,4,10,4,-7.722074534746865,7.722074534746865
37384,Spitzbuebin,2,SpI=bybIn,3,9,3,-5.744901924072037,5.744901924072037
37385,Spitze,2,SpI=@,2,5,2,-3.977824173558872,3.977824173558872
37386,spitzeln,1,SpI=@ln,2,7,2,-4.834858373871847,4.834858373871847
37387,Spitzel,2,SpI=@l,2,6,2,-4.813546338912527,4.813546338912527
37388,Spitzenfilm,3,SpI=@nfIlm,3,10,3,-7.961509757433176,7.961509757433176
37389,Spitzengarnitur,3,SpI=@ng&rnitur,5,14,5,-9.211835991083626,9.211835991083626
37390,Spitzengeschwindigkeit,3,SpI=@ng@SvIndIxkWt,6,18,6,-9.127854969366924,9.127854969366924
37391,Spitzenklasse,3,SpI=@nkl&s@,4,11,4,-7.6361792720737105,7.6361792720737105
37392,Spitzenkloeppelei,3,SpI=@nkl/p@lW,5,13,5,-7.754305741745565,7.754305741745565
37393,Spitzenleistung,3,SpI=@nlWstUN,4,12,4,-7.186507449544415,7.186507449544415
37394,Spitzenorganisation,3,SpI=@nOrg&niz&=ion,8,18,8,-8.083797601850053,8.083797601850053
37395,Spitzenposition,3,SpI=@npozi=ion,6,14,6,-7.446254569956173,7.446254569956173
37396,Spitzenreiter,3,SpI=@nrWt@r,4,11,4,-7.417504393569874,7.417504393569874
37397,Spitzensportler,3,SpI=@nSpOrtl@r,4,14,4,-9.967747976310564,9.967747976310564
37398,spitzfindig,3,SpI=fIndIx,3,10,3,-6.18964426090878,6.18964426090878
37399,Spitzfindigkeit,2,SpI=fIndIxkWt,4,13,4,-6.642948748162605,6.642948748162605
37400,Spitzhacke,2,SpI=h&k@,3,8,3,-6.190423429824543,6.190423429824543
37401,Spitzkehre,2,SpI=ker@,3,8,3,-6.42421976453372,6.42421976453372
37402,spitzkriegen,2,SpI=krig@n,3,10,3,-6.541014396363544,6.541014396363544
37403,Spitzmaus,2,SpI=mBs,2,7,2,-5.482648539197649,5.482648539197649
37404,Spitzname,2,SpI=nam@,3,8,3,-5.3646227075027095,5.3646227075027095
37405,spitzohrig,3,SpI=orIx,3,8,3,-5.479115958062548,5.479115958062548
37406,spitzwinkelig,3,SpI=vINk@lIx,4,12,4,-6.98324441538912,6.98324441538912
37407,spitzwinklig,3,SpI=vINklIx,3,11,3,-6.894105140181131,6.894105140181131
37408,Spleen,1,Splin,1,5,1,-5.082348164265645,5.082348164265645
37409,spleenig,2,SplinIx,2,7,2,-6.3076455194365355,6.3076455194365355
37410,spleissen,1,SplWs@n,2,7,2,-5.620008170275903,5.620008170275903
37411,Splen,1,splen,1,5,1,-6.030378221662874,6.030378221662874
37412,splendid,0,SplEndit,2,8,2,-8.036603334388607,8.036603334388607
37413,Splendiditaet,2,SplEndidit)t,4,12,4,-8.944888002724255,8.944888002724255
37414,Spliess,1,Splis,1,5,1,-4.9997768562030105,4.9997768562030105
37415,Splint,1,SplInt,1,6,1,-5.4816439979301075,5.4816439979301075
37416,Splintholz,2,SplInthOl=,2,10,2,-7.107425746285361,7.107425746285361
37417,splitten,1,SplIt@n,2,7,2,-4.86089918132128,4.86089918132128
37418,Splitt,1,SplIt,1,5,1,-4.958873185706065,4.958873185706065
37419,splittern,1,SplIt@rn,2,8,2,-4.7222959728648455,4.7222959728648455
37420,Splitter,2,SplIt@r,2,7,2,-4.695221920616649,4.695221920616649
37421,splitterfasernackt,2,SplIt@rfaz@rn&kt,5,16,5,-11.993181359626202,11.993181359626202
37422,splitterig,2,SplIt@rIx,3,9,3,-6.509102922915716,6.509102922915716
37423,Splitterpartei,2,SplIt@rp&rtW,4,12,4,-7.98014251507436,7.98014251507436
37424,Splitting,0,SplItIN,2,7,2,-5.369260467226042,5.369260467226042
37425,splittrig,2,SplItrIx,2,8,2,-5.465509739786005,5.465509739786005
37426,Spondylitis,2,SpOndylitIs,4,11,4,-7.402551340087824,7.402551340087824
37427,Spondylose,2,SpOndyloz@,4,10,4,-6.417797346751065,6.417797346751065
37428,Spongia,1,SpONgia,3,7,3,-5.585550273804927,5.585550273804927
37429,Spongin,2,SpONgin,2,7,2,-5.794336550582041,5.794336550582041
37430,spongioes,2,SpOngi|s,3,8,3,-5.483764931650623,5.483764931650623
37431,sponsern,0,SpOnz@rn,2,8,2,-6.710556200910545,6.710556200910545
37432,spontan,0,SpOntan,2,7,2,-5.927573112910785,5.927573112910785
37433,Spontaneitaet,2,SpOnt&neit)t,5,12,5,-7.672798041230315,7.672798041230315
37434,Spor,1,Spor,1,4,1,-4.771613456786124,4.771613456786124
37435,sporadisch,0,SporadIS,3,8,3,-6.712960828197088,6.712960828197088
37436,Spore,1,Spor@,2,5,2,-4.568538154950142,4.568538154950142
37437,Sporenbehaelter,3,Spor@nb@hElt@r,5,14,5,-10.526979238659417,10.526979238659417
37438,Sporenpflanze,3,Spor@n+l&n=@,4,12,4,-8.268711006885207,8.268711006885207
37439,sporig,2,SporIx,2,6,2,-4.887992485098389,4.887992485098389
37440,spornen,1,SpOrn@n,2,7,2,-5.345276748816279,5.345276748816279
37441,Sporn,1,SpOrn,1,5,1,-4.4712395264601055,4.4712395264601055
37442,Sporn,1,SpOrn,1,5,1,-4.4712395264601055,4.4712395264601055
37443,Sporozoon,0,Sporo=oOn,4,9,4,-5.797581660586067,5.797581660586067
37444,Sport,1,SpOrt,1,5,1,-3.8596710840760426,3.8596710840760426
37445,Sportabzeichen,2,SpOrt&p=Wx@n,4,12,4,-6.442391730415633,6.442391730415633
37446,Sportart,2,SpOrtart,2,8,2,-5.8830551714341155,5.8830551714341155
37447,Sportartikel,2,SpOrt&rtik@l,4,12,4,-8.044428977782442,8.044428977782442
37448,Sportarzt,2,SpOrtar=t,2,9,2,-5.680803244462778,5.680803244462778
37449,sportbegeistert,2,SpOrtb@gWst@rt,4,14,4,-9.735443743987032,9.735443743987032
37450,Sportdress,0,SpOrtdrEs,2,9,2,-7.539414498912719,7.539414498912719
37451,Sportfeld,2,SpOrtfElt,2,9,2,-5.919951219758425,5.919951219758425
37452,Sportflugzeug,2,SpOrtfluk=Xk,3,12,3,-6.892571802673854,6.892571802673854
37453,Sportfreund,2,SpOrtfrXnt,2,10,2,-6.613078513023933,6.613078513023933
37454,sportgerecht,2,SpOrtg@rExt,3,11,3,-6.887795903936521,6.887795903936521
37455,Sporthalle,2,SpOrth&l@,3,9,3,-7.274235540572309,7.274235540572309
37456,Sportherz,2,SpOrthEr=,2,9,2,-7.500389131872614,7.500389131872614
37457,Sporthose,2,SpOrthoz@,3,9,3,-6.279545265810734,6.279545265810734
37458,sportiv,2,SpOrtif,2,7,2,-5.802809056434162,5.802809056434162
37459,Sportkleidung,2,SpOrtklWdUN,3,11,3,-6.909452911789348,6.909452911789348
37460,Sportklub,2,SpOrtklUp,2,9,2,-6.265959130798945,6.265959130798945
37461,Sportlehrer,2,SpOrtler@r,3,10,3,-6.643441949351272,6.643441949351272
37462,Sportler,2,SpOrtl@r,2,8,2,-5.197300599478362,5.197300599478362
37463,Sportlerin,2,SpOrtl@rIn,3,10,3,-6.519245523227339,6.519245523227339
37464,sportlich,2,SpOrtlIx,2,8,2,-4.738601218276924,4.738601218276924
37465,Sportlichkeit,2,SpOrtlIxkWt,3,11,3,-5.45703157050283,5.45703157050283
37466,sportmaessig,2,SpOrtm)sIx,3,10,3,-5.936106894837731,5.936106894837731
37467,Sportmedizin,2,SpOrtmedi=in,4,12,4,-7.447304934067208,7.447304934067208
37468,Sportmeldung,2,SpOrtmEldUN,3,11,3,-6.284268698048697,6.284268698048697
37469,Sportmuetze,2,SpOrtmY=@,3,9,3,-6.047597982156676,6.047597982156676
37470,Sportplatz,2,SpOrtpl&=,2,9,2,-5.882890484568931,5.882890484568931
37471,Sportschuh,2,SpOrtSu,2,7,2,-6.409502897268443,6.409502897268443
37472,Sportsmann,2,SpOr=m&n,2,8,2,-7.035122533281987,7.035122533281987
37473,sportsmaessig,3,SpOrtm)sIx,3,10,3,-5.936106894837731,5.936106894837731
37474,Sportstrumpf,2,SpOrtStrUm+,2,11,2,-9.341188301090403,9.341188301090403
37475,sporttreibend,2,SpOrttrWb@nt,3,12,3,-7.70780836688581,7.70780836688581
37476,Sportverein,2,SpOrtfErWn,3,10,3,-7.9048532938139395,7.9048532938139395
37477,Sportwagen,2,SpOrtvag@n,3,10,3,-6.439665818619329,6.439665818619329
37478,Sportwelt,2,SpOrtvElt,2,9,2,-7.553279461475694,7.553279461475694
37479,Sportzeitung,2,SpOrt=WtUN,3,10,3,-6.360378890016909,6.360378890016909
37480,Sportzweisitzer,2,SpOrt=vWzIts@r,4,14,4,-8.148629798764203,8.148629798764203
37481,Spot,1,spOt,1,4,1,-4.972567810384451,4.972567810384451
37482,Spotlight,0,spOtlWt,2,7,2,-5.86291118865676,5.86291118865676
37483,spotten,1,SpOt@n,2,6,2,-4.551630918888246,4.551630918888246
37484,Spott,1,SpOt,1,4,1,-4.80995962998436,4.80995962998436
37485,Spottbild,2,SpOtbIlt,2,8,2,-5.07273739428374,5.07273739428374
37486,spottbillig,2,SpOtbIlIx,3,9,3,-6.523181183035787,6.523181183035787
37487,Spottdrossel,2,SpOtdrOs@l,3,10,3,-6.3018002778407505,6.3018002778407505
37488,spoetteln,2,Sp/t@ln,2,7,2,-4.7894477652455745,4.7894477652455745
37489,Spoettelei,2,Sp/t@lW,3,7,3,-5.089646330914299,5.089646330914299
37490,Spoetter,2,Sp/t@r,2,6,2,-5.778917272403853,5.778917272403853
37491,Spoetterei,2,Sp/t@rW,3,7,3,-5.417543213004349,5.417543213004349
37492,Spottgeburt,2,SpOtg@burt,3,10,3,-6.271968065345656,6.271968065345656
37493,Spottgedicht,2,SpOtg@dIxt,3,10,3,-7.005709708321141,7.005709708321141
37494,Spottgeld,2,SpOtgElt,2,8,2,-5.245508597042446,5.245508597042446
37495,spoettisch,2,Sp/tIS,2,6,2,-5.216491100913722,5.216491100913722
37496,Spottlust,2,SpOtlUst,2,8,2,-6.053358287226121,6.053358287226121
37497,Spottname,2,SpOtnam@,3,8,3,-5.407305636827051,5.407305636827051
37498,Spottpreis,2,SpOtprWs,2,8,2,-5.830123125827419,5.830123125827419
37499,Spottsucht,2,SpOtzUxt,2,8,2,-5.479068890491551,5.479068890491551
37500,Spottvogel,2,SpOtfog@l,3,9,3,-5.625635781945156,5.625635781945156
37501,Sprachatlas,2,Sprax&tl&s,3,10,3,-6.38366819666655,6.38366819666655
37502,Sprachbau,2,SpraxbB,2,7,2,-5.421950291291664,5.421950291291664
37503,Sprachdenkmal,2,SpraxdENkmal,3,12,3,-6.393265035298632,6.393265035298632
37504,Sprache,1,Sprax@,2,6,2,-3.488825797285908,3.488825797285908
37505,Sprachenfrage,3,Sprax@nfrag@,4,12,4,-7.565402107626889,7.565402107626889
37506,Sprachenkampf,3,Sprax@nk&m+,3,11,3,-7.024599382003294,7.024599382003294
37507,Sprachenrecht,3,Sprax@nrExt,3,11,3,-6.2616930816544905,6.2616930816544905
37508,Spracherziehung,2,SpraxEr=iUN,4,11,4,-6.571427031247602,6.571427031247602
37509,Sprachfamilie,2,Spraxf&mili@,5,12,5,-7.03501629670447,7.03501629670447
37510,Sprachfehler,2,Spraxfel@r,3,10,3,-5.756708728346054,5.756708728346054
37511,sprachfertig,2,SpraxfErtIx,3,11,3,-6.611655860843166,6.611655860843166
37512,Sprachforscher,3,SpraxfOrS@r,3,11,3,-6.9756817388299925,6.9756817388299925
37513,Sprachgebiet,2,Spraxg@bit,3,10,3,-5.3805583988829895,5.3805583988829895
37514,Sprachgebrauch,2,Spraxg@brBx,3,11,3,-6.768428339787205,6.768428339787205
37515,Sprachgefuehl,2,Spraxg@fyl,3,10,3,-5.521617681908511,5.521617681908511
37516,Sprachgeographie,2,Spraxgeogr&fi,5,13,5,-6.662413901289119,6.662413901289119
37517,Sprachgeschichte,2,Spraxg@SIxt@,4,12,4,-6.334527853891096,6.334527853891096
37518,Sprachgesetz,2,Spraxg@zE=,3,10,3,-6.777215153677692,6.777215153677692
37519,sprachgestoert,2,Spraxg@St|rt,3,12,3,-7.688936210584662,7.688936210584662
37520,sprachgewaltig,3,Spraxg@v<Ix,4,11,3,-6.416941891150907,6.416941891150907
37521,sprachgewandt,2,Spraxg@v&nt,3,11,3,-5.61863529176823,5.61863529176823
37522,Sprachgewandtheit,2,Spraxg@v&nthWt,4,14,4,-7.63498640614933,7.63498640614933
