,Word,CompCnt,PhonDISC,SylCnt,num_phones,num_sylls_est,remove,num_homophones,log_prob,surprisal
33599,Schicksalsgefaehrte,3,SIkzalsg@f9rt@,5,14,4,False,0,-6.83574319402495,6.83574319402495
33600,Schicksalsgemeinschaft,3,SIkzalsg@mWnS&ft,5,16,5,False,0,-6.597149672629133,6.597149672629133
33601,Schicksalsglaube,3,SIkzalsglBb@,4,12,4,False,0,-5.956750261683027,5.956750261683027
33602,Schicksalsschlag,3,SIkzalsSlak,3,11,3,False,0,-5.586991439893864,5.586991439893864
33603,schicksalsschwanger,3,SIkzalsSv&N@r,4,13,4,False,0,-6.256873624934567,6.256873624934567
33604,Schicksalstragoedie,3,SIkzalstr&g7di@,6,15,5,False,0,-7.679923668454786,7.679923668454786
33605,schicksalsverbunden,3,SIkzalsfErbUnd@n,5,16,5,False,0,-9.505540305084507,9.505540305084507
33606,Schicksalswende,3,SIkzalsvEnd@,4,12,4,False,0,-6.99354696709722,6.99354696709722
33607,schieben,1,Sib@n,2,5,2,False,0,-4.405521340910704,4.405521340910704
33608,Schiebedach,3,Sib@d&x,3,7,3,False,0,-6.8024099892814895,6.8024099892814895
33609,Schiebedeckel,3,Sib@dEk@l,4,9,4,False,0,-7.2292798189547725,7.2292798189547725
33610,Schiebefenster,3,Sib@fEnst@r,4,11,4,False,0,-7.302199026718971,7.302199026718971
33611,Schieber,2,Sib@r,2,5,2,False,0,-4.861905932193745,4.861905932193745
33612,Schieberei,2,Sib@rW,3,6,3,False,0,-6.468119299551814,6.468119299551814
33613,Schiebetuer,3,Sib@tyr,3,7,3,False,0,-6.12281362392928,6.12281362392928
33614,Schiebung,2,SibUN,2,5,2,False,0,-4.817744521854035,4.817744521854035
33615,Schiedsgericht,3,Si=g@rIxt,3,9,3,False,0,-6.454813402399996,6.454813402399996
33616,Schiedsmann,3,Si=m&n,2,6,2,False,0,-5.342281058060822,5.342281058060822
33617,Schiedsrichter,3,Si=rIxt@r,3,9,3,False,0,-5.940210876660929,5.940210876660929
33618,schiedsrichterlich,2,Si=rIxt@rlIx,4,12,4,False,0,-7.380786534063968,7.380786534063968
33619,Schiedsrichterstuhl,2,Si=rIxt@rStul,4,13,4,False,0,-9.231050720482163,9.231050720482163
33620,schief,1,Sif,1,3,1,False,0,-4.714944309550926,4.714944309550926
33621,Schiefe,2,Sif@,2,4,2,False,0,-4.779716360125919,4.779716360125919
33622,schiefern,1,Sif@rn,2,6,2,False,0,-4.448909869438887,4.448909869438887
33623,Schiefer,1,Sif@r,2,5,2,False,0,-4.5500297091998645,4.5500297091998645
33624,Schieferbruch,2,Sif@rbrUx,3,9,3,False,0,-7.169179446812932,7.169179446812932
33625,Schieferdach,2,Sif@rd&x,3,8,3,False,0,-6.489045942319661,6.489045942319661
33626,Schiefergebirge,2,Sif@rg@bIrg@,5,12,5,False,0,-8.508676656934497,8.508676656934497
33627,schiefergrau,2,Sif@rgrB,3,8,3,False,0,-7.145373275195878,7.145373275195878
33628,Schieferstift,2,Sif@rStIft,3,10,3,False,0,-8.37093966239326,8.37093966239326
33629,Schiefertafel,2,Sif@rtaf@l,4,10,4,False,0,-7.634299816984402,7.634299816984402
33630,Schieferung,2,Sif@rUN,3,7,3,False,0,-4.496047092188065,4.496047092188065
33631,schiefgehen,2,Sifge@n,3,7,3,False,0,-5.249789458644737,5.249789458644737
33632,Schiefheit,2,SifhWt,2,6,2,False,0,-5.307448836543259,5.307448836543259
33633,schieflachen,2,Sifl&x@n,3,8,3,False,0,-5.893966999224846,5.893966999224846
33634,schieflaufen,2,SiflBf@n,3,8,3,False,0,-5.487504561077832,5.487504561077832
33635,schiefliegen,2,Siflig@n,3,8,3,False,0,-4.987702943857063,4.987702943857063
33636,schiefliegend,2,Siflig@nt,3,9,3,False,0,-5.819616830704174,5.819616830704174
33637,schieftreten,2,Siftret@n,3,9,3,False,0,-6.090185171624536,6.090185171624536
33638,schiefwinkelig,2,SifvINk@lIx,4,11,4,False,0,-7.210327991877587,7.210327991877587
33639,schielen,1,Sil@n,2,5,2,False,0,-4.993451729914895,4.993451729914895
33640,schielaeugig,3,SilXgIx,3,7,3,False,0,-5.0875210297173075,5.0875210297173075
33641,schienen,1,Sin@n,2,5,2,False,0,-5.561161963014873,5.561161963014873
33642,Schienbein,1,SinbWn,2,6,2,False,0,-5.433084134915996,5.433084134915996
33643,Schiene,1,Sin@,2,4,2,False,0,-4.139034742025251,4.139034742025251
33644,Schienenbahn,3,Sin@nban,3,8,3,False,0,-7.307846209781791,7.307846209781791
33645,Schienenfahrzeug,3,Sin@nfar=Xk,4,11,4,False,0,-9.503208082784584,9.503208082784584
33646,Schienenweg,3,Sin@nvek,3,8,3,False,0,-8.228600110921205,8.228600110921205
33647,schier,1,Sir,1,3,1,False,1,-4.782044812178962,4.782044812178962
33648,schieren,1,Sir@n,2,5,2,False,0,-4.799482506498939,4.799482506498939
33649,schier,1,Sir,1,3,1,False,1,-4.782044812178962,4.782044812178962
33650,schiessen,1,Sis@n,2,5,2,False,1,-4.477570748496758,4.477570748496758
33651,Schiessausbildung,2,SisBsbIldUN,4,11,4,False,0,-6.2235646882914315,6.2235646882914315
33652,Schiessbude,2,Sisbud@,3,7,3,False,0,-5.280786349904558,5.280786349904558
33653,Schiesseisen,2,SisWz@n,3,7,3,False,0,-5.370064574916341,5.370064574916341
33654,Schiessen,0,Sis@n,2,5,2,False,1,-4.477570748496758,4.477570748496758
33655,Schiesserei,2,Sis@rW,3,6,3,False,0,-6.617405429196843,6.617405429196843
33656,Schiessgewehr,2,Sisg@ver,3,8,3,False,0,-7.508089688236618,7.508089688236618
33657,Schiessplatz,2,Sispl&=,2,7,2,False,0,-5.620329855467466,5.620329855467466
33658,Schiesspulver,2,SispUlf@r,3,9,3,False,0,-5.658719322101098,5.658719322101098
33659,Schiessscharte,2,SisS&rt@,3,8,3,False,0,-5.719144102494807,5.719144102494807
33660,Schiessscheibe,2,SisSWb@,3,7,3,False,0,-5.246303574385224,5.246303574385224
33661,Schiesssport,2,SisSpOrt,2,8,2,False,0,-5.771650590941247,5.771650590941247
33662,Schiessstand,2,SisSt&nt,2,8,2,False,0,-5.999432471675623,5.999432471675623
33663,Schifahrer,3,Sifar@r,3,7,3,False,1,-5.930467744615088,5.930467744615088
33664,schiffen,1,SIf@n,2,5,2,False,0,-4.483884592732871,4.483884592732871
33665,Schiff,1,SIf,1,3,1,False,0,-4.7059500395677585,4.7059500395677585
33666,Schiffahrt,2,SIffart,2,7,2,False,0,-4.395135813209667,4.395135813209667
33667,Schiffahrtsgesellschaft,3,SIffar=g@zElS&ft,5,16,5,False,0,-7.8128770485288905,7.8128770485288905
33668,Schiffahrtslinie,3,SIffar=lini@,5,12,5,False,0,-6.555557703021938,6.555557703021938
33669,Schiffahrtsstrasse,3,SIffar=Stras@,4,13,4,False,0,-6.702977742153245,6.702977742153245
33670,Schiffahrtsweg,3,SIffar=vek,3,10,3,False,0,-6.520034453432674,6.520034453432674
33671,schiffbar,2,SIfbar,2,6,2,False,0,-4.813758880143567,4.813758880143567
33672,Schiffbarkeit,2,SIfbarkWt,3,9,3,False,0,-5.210313550310142,5.210313550310142
33673,Schiffbau,2,SIfbB,2,5,2,False,0,-4.947380633700689,4.947380633700689
33674,Schiffbruch,2,SIfbrUx,2,7,2,False,0,-5.255795353445534,5.255795353445534
33675,schiffbruechig,2,SIfbrYxIx,3,9,3,False,0,-4.925410815787686,4.925410815787686
33676,Schiffbruechige,2,SIfbrYxIg@,4,10,4,False,0,-6.262782705421523,6.262782705421523
33677,Schiffbruecke,2,SIfbrYk@,3,8,3,False,0,-5.713103552410495,5.713103552410495
33678,Schiffchen,2,SIfx@n,2,6,2,False,0,-4.891924628712536,4.891924628712536
33679,Schiffer,2,SIf@r,2,5,2,False,0,-5.369502563749573,5.369502563749573
33680,Schifferknoten,2,SIf@rknot@n,4,11,4,False,0,-8.010934604535327,8.010934604535327
33681,Schiffermuetze,2,SIf@rmY=@,4,9,4,False,0,-7.533529472072391,7.533529472072391
33682,Schiffsarzt,3,SIfsar=t,2,8,2,False,0,-5.242514342066694,5.242514342066694
33683,Schiffsbau,3,SIfsbB,2,6,2,False,0,-5.031346225264808,5.031346225264808
33684,Schiffsbesatzung,3,SIfsb@z&=UN,4,11,4,False,0,-7.533625697472646,7.533625697472646
33685,Schiffsbrief,3,SIfsbrif,2,8,2,False,0,-5.326799277020782,5.326799277020782
33686,Schiffseigner,3,SIfsWgn@r,3,9,3,False,0,-6.285175114449361,6.285175114449361
33687,Schiffsfahrt,3,SIfsfart,2,8,2,False,0,-5.612387868226151,5.612387868226151
33688,Schiffshalter,4,SIfsh<@r,3,8,2,False,0,-5.844582572241547,5.844582572241547
33689,Schiffsjournal,3,SIfsZUrnal,3,10,3,False,0,-6.241531059626113,6.241531059626113
33690,Schiffsjunge,3,SIfsjUN@,3,8,3,False,0,-5.680859045697826,5.680859045697826
33691,Schiffskapitaen,3,SIfsk&pit9n,4,11,3,False,0,-6.800455208640436,6.800455208640436
33692,Schiffskoch,3,SIfskOx,2,7,2,False,0,-5.900453103815405,5.900453103815405
33693,Schiffskoerper,3,SIfsk/rp@r,3,10,3,False,0,-5.634106747244541,5.634106747244541
33694,Schiffsladung,3,SIfsladUN,3,9,3,False,0,-5.761397070129508,5.761397070129508
33695,Schiffslast,3,SIfsl&st,2,8,2,False,0,-6.506949242059357,6.506949242059357
33696,Schiffsmakler,3,SIfsmakl@r,3,10,3,False,0,-5.501412386696135,5.501412386696135
33697,Schiffsmaschine,3,SIfsm&Sin@,4,10,4,False,0,-5.302748309165341,5.302748309165341
33698,Schiffsregister,3,SIfsregIst@r,4,12,4,False,0,-7.135195915157634,7.135195915157634
33699,Schiffsreise,3,SIfsrWz@,3,8,3,False,0,-5.626693544750414,5.626693544750414
33700,Schiffsrumpf,3,SIfsrUm8,2,8,2,False,0,-5.990896173430549,5.990896173430549
33701,Schiffsschaukel,3,SIfsSBk@l,3,9,3,False,0,-5.980578369825312,5.980578369825312
33702,Schiffstagebuch,3,SIfstag@bux,4,11,4,False,0,-7.657004394174588,7.657004394174588
33703,Schiffstaufe,3,SIfstBf@,3,8,3,False,0,-6.0099673321687925,6.0099673321687925
33704,Schiffsverkehr,3,SIfsfErker,3,10,3,False,0,-6.952432620547217,6.952432620547217
33705,Schiffswerft,3,SIfsvErft,2,9,2,False,0,-7.354880583720353,7.354880583720353
33706,Schiffszertifikat,3,SIfs=Ertifikat,5,14,5,False,0,-9.226868170080479,9.226868170080479
33707,Schiffszimmermann,3,SIfs=Im@rm&n,4,12,4,False,0,-7.403976594692231,7.403976594692231
33708,Schiffszwieback,3,SIfs=vib&k,3,10,3,False,0,-6.330086072361691,6.330086072361691
33709,schiften,1,SIft@n,2,6,2,False,0,-5.011103878073632,5.011103878073632
33710,Schiftung,2,SIftUN,2,6,2,False,0,-4.909327765637092,4.909327765637092
33711,Schiismus,0,SiIsmUs,3,7,3,False,0,-5.234365671927119,5.234365671927119
33712,Schikane,0,Sikan@,3,6,3,False,0,-6.180584452448769,6.180584452448769
33713,schikanieren,2,Sik&nir@n,4,9,4,False,0,-7.411508112915439,7.411508112915439
33714,schikanoes,2,Sikan7s,3,7,2,False,0,-6.49034645653995,6.49034645653995
33715,Schilauf,2,SilBf,2,5,2,False,0,-4.963987954778627,4.963987954778627
33716,Schilaeufer,2,SilXf@r,3,7,3,False,1,-4.728013197892452,4.728013197892452
33717,Schilaeuferin,2,SilXf@rIn,4,9,4,False,0,-5.716802964794867,5.716802964794867
33718,Schild,1,SIlt,1,4,1,False,1,-4.131165000579008,4.131165000579008
33719,Schild,1,SIlt,1,4,1,False,1,-4.131165000579008,4.131165000579008
33720,Schilddruese,2,SIltdryz@,3,9,3,False,0,-5.489140568631416,5.489140568631416
33721,Schilddruesenhormon,3,SIltdryz@nhOrmon,5,16,5,False,0,-10.296268085268988,10.296268085268988
33722,schildern,2,SIld@rn,2,7,2,False,0,-5.052848257369462,5.052848257369462
33723,Schilderei,2,SIld@rW,3,7,3,False,0,-5.807318275141258,5.807318275141258
33724,Schilderhaus,2,SIld@rhBs,3,9,3,False,0,-7.255334000875208,7.255334000875208
33725,Schilderung,2,SIld@rUN,3,8,3,False,0,-5.116223332798297,5.116223332798297
33726,Schilderwald,2,SIld@rv<,3,8,2,False,0,-7.482785063289185,7.482785063289185
33727,Schildfarn,2,SIltf&rn,2,8,2,False,0,-6.8476000626294615,6.8476000626294615
33728,Schildkroete,2,SIltkr7t@,3,9,2,False,0,-5.814805843133647,5.814805843133647
33729,Schildkroetensuppe,3,SIltkr7t@nzUp@,5,14,4,False,0,-9.049662711907878,9.049662711907878
33730,Schildwache,2,SIltv&x@,3,8,3,False,0,-6.411313764319294,6.411313764319294
33731,Schilf,1,SIlf,1,4,1,False,0,-4.659622149330285,4.659622149330285
33732,schilfbedeckt,2,SIlfb@dEkt,3,10,3,False,0,-5.992337726632358,5.992337726632358
33733,schilfern,1,SIlf@rn,2,7,2,False,0,-6.0998281362781634,6.0998281362781634
33734,Schilfgras,2,SIlfgras,2,8,2,False,0,-5.868268397244146,5.868268397244146
33735,schilfig,2,SIlfIx,2,6,2,False,0,-5.368884114488107,5.368884114488107
33736,Schilfrohr,2,SIlfror,2,7,2,False,0,-6.41876787644656,6.41876787644656
33737,Schilift,2,SilIft,2,6,2,False,1,-5.41533458847531,5.41533458847531
33738,schillern,1,SIl@rn,2,6,2,False,0,-4.812303453330603,4.812303453330603
33739,Schiller,1,SIl@r,2,5,2,False,0,-4.713324565560701,4.713324565560701
33740,schillerisch,2,SIl@rIS,3,7,3,False,0,-4.9193493755942095,4.9193493755942095
33741,Schillerlocke,0,SIl@rlOk@,4,9,4,False,0,-7.363881820766329,7.363881820766329
33742,schillersch,0,SIl@rS,2,6,2,False,0,-6.118755579413971,6.118755579413971
33743,Schilling,1,SIlIN,2,5,2,False,1,-5.49519934290452,5.49519934290452
33744,Schimaere,1,Sim9r@,3,6,2,False,0,-5.373701198113111,5.373701198113111
33745,schimaerisch,2,Sim9rIS,3,7,2,False,0,-5.3389679054230275,5.3389679054230275
33746,schimmeln,1,SIm@ln,2,6,2,False,0,-4.8897288068886695,4.8897288068886695
33747,Schimmel,1,SIm@l,2,5,2,False,0,-4.66807366749704,4.66807366749704
33748,schimmelig,2,SIm@lIx,3,7,3,False,0,-5.806290883645498,5.806290883645498
33749,Schimmelpilz,2,SIm@lpIl=,3,9,3,False,0,-6.898739496640821,6.898739496640821
33750,schimmern,1,SIm@rn,2,6,2,False,0,-5.3282270408479055,5.3282270408479055
33751,Schimmer,1,SIm@r,2,5,2,False,0,-4.7003622091137505,4.7003622091137505
33752,schimmlig,2,SImlIx,2,6,2,False,0,-5.528737590804168,5.528737590804168
33753,Schimpanse,1,SImp&nz@,3,8,3,False,0,-7.250210940174504,7.250210940174504
33754,schimpfen,1,SIm8@n,2,6,2,False,0,-4.390537942635852,4.390537942635852
33755,Schimpf,1,SIm8,1,4,1,False,0,-4.92316073705829,4.92316073705829
33756,Schimpferei,2,SIm8@rW,3,7,3,False,0,-6.678193262541039,6.678193262541039
33757,schimpflich,2,SIm8lIx,2,7,2,False,0,-6.067802035400027,6.067802035400027
33758,Schimpfname,2,SIm8nam@,3,8,3,False,0,-5.6894634312880275,5.6894634312880275
33759,Schimpfwort,2,SIm8vOrt,2,8,2,False,0,-5.935003693491681,5.935003693491681
33760,schinden,1,SInd@n,2,6,2,False,0,-4.706756373470686,4.706756373470686
33761,Schindel,1,SInd@l,2,6,2,False,0,-5.485526016833814,5.485526016833814
33762,Schindeldach,2,SInd@ld&x,3,9,3,False,0,-7.530570748596584,7.530570748596584
33763,Schinder,2,SInd@r,2,6,2,False,0,-5.042536028052544,5.042536028052544
33764,Schinderei,2,SInd@rW,3,7,3,False,0,-6.837283349350405,6.837283349350405
33765,Schindluder,2,SIntlud@r,3,9,3,False,0,-7.083962152544023,7.083962152544023
33766,Schindmaehre,2,SIntm9r@,3,8,2,False,0,-6.115546001740203,6.115546001740203
33767,Schinken,1,SINk@n,2,6,2,False,0,-5.4681727506770725,5.4681727506770725
33768,Schinto,0,SInto,2,5,2,False,0,-5.177056774217283,5.177056774217283
33769,Schintoismus,2,SIntoIsmUs,4,10,4,False,0,-5.475735264219984,5.475735264219984
33770,schintoistisch,2,SIntoIstIS,4,10,4,False,0,-5.708271956275872,5.708271956275872
33771,schippen,1,SIp@n,2,5,2,False,0,-5.070961697797045,5.070961697797045
33772,Schippe,1,SIp@,2,4,2,False,0,-4.823346105559036,4.823346105559036
33773,schippern,1,SIp@rn,2,6,2,False,0,-5.273187861467523,5.273187861467523
33774,Schipper,1,SIp@r,2,5,2,False,0,-4.681104215743163,4.681104215743163
33775,schirmen,1,SIrm@n,2,6,2,False,0,-4.770996636598497,4.770996636598497
33776,Schirm,1,SIrm,1,4,1,False,0,-4.030066345739,4.030066345739
33777,Schirmbild,2,SIrmbIlt,2,8,2,False,0,-6.133826385708324,6.133826385708324
33778,Schirmherr,2,SIrmhEr,2,7,2,False,0,-5.849616012443285,5.849616012443285
33779,Schirmherrschaft,2,SIrmhErS&ft,3,11,3,False,0,-6.602363870940692,6.602363870940692
33780,Schirmhuelle,2,SIrmhYl@,3,8,3,False,0,-6.278447416575475,6.278447416575475
33781,Schirmmacher,2,SIrmm&x@r,3,9,3,False,0,-6.602841412442119,6.602841412442119
33782,Schirmmuetze,2,SIrmmY=@,3,8,3,False,0,-5.744918516916872,5.744918516916872
33783,Schirmpilz,2,SIrmpIl=,2,8,2,False,0,-6.192554458290976,6.192554458290976
33784,Schirmstaender,2,SIrmStEnd@r,3,11,3,False,0,-8.13460402124603,8.13460402124603
33785,Schirmung,2,SIrmUN,2,6,2,False,0,-5.013908318225688,5.013908318225688
33786,Schirokko,0,SirOko,3,6,3,False,0,-5.815198288013156,5.815198288013156
33787,schirren,1,SIr@n,2,5,2,False,0,-4.912961858671526,4.912961858671526
33788,Schisma,0,SIsma,2,5,2,False,0,-5.292102172194369,5.292102172194369
33789,Schismatiker,2,SIsmatik@r,4,10,4,False,0,-5.981049867897816,5.981049867897816
33790,schismatisch,2,SIsmatIS,3,8,3,False,0,-5.232266653004047,5.232266653004047
33791,Schisport,2,SiSpOrt,2,7,2,False,0,-5.959036925457524,5.959036925457524
33792,Schiss,1,SIs,1,3,1,False,0,-4.761848502623093,4.761848502623093
33793,Schiwachs,2,Siv&ks,2,6,2,False,1,-6.712070474171035,6.712070474171035
33794,schizogen,0,Si=ogen,3,7,3,False,0,-5.394458023433149,5.394458023433149
33795,Schizogonie,0,Si=ogoni,4,8,4,False,0,-5.574154101602039,5.574154101602039
33796,schizoid,0,Si=oit,3,6,3,False,0,-5.097790640866832,5.097790640866832
33797,schizophren,0,Si=ofren,3,8,3,False,0,-5.569347726053929,5.569347726053929
33798,Schizophrenie,2,Si=ofreni,4,9,4,False,0,-6.087009658073139,6.087009658073139
33799,schlabbern,1,Sl&b@rn,2,7,2,False,0,-4.662114568942603,4.662114568942603
33800,Schlabberei,2,Sl&b@rW,3,7,3,False,0,-6.1640626106434535,6.1640626106434535
33801,schlabberig,2,Sl&b@rIx,3,8,3,False,0,-6.031299132600824,6.031299132600824
33802,schlabbrig,2,Sl&brIx,2,7,2,False,0,-5.521804691507349,5.521804691507349
33803,schlachten,1,Sl&xt@n,2,7,2,False,0,-4.568629644388295,4.568629644388295
33804,Schlacht,2,Sl&xt,1,5,1,False,0,-4.298645438241753,4.298645438241753
33805,Schlachtbank,2,Sl&xtb&Nk,2,9,2,False,0,-6.0996580042219195,6.0996580042219195
33806,schlachtbar,2,Sl&xtbar,2,8,2,False,0,-5.256262975904191,5.256262975904191
33807,Schlaechter,2,SlExt@r,2,7,2,False,0,-4.61718718387036,4.61718718387036
33808,Schlachter,2,Sl&xt@r,2,7,2,False,0,-5.198379090957712,5.198379090957712
33809,Schlaechterei,2,SlExt@rW,3,8,3,False,0,-6.029715377454309,6.029715377454309
33810,Schlachterei,2,Sl&xt@rW,3,8,3,False,0,-6.6109072845416605,6.6109072845416605
33811,Schlachtfeld,2,Sl&xtfElt,2,9,2,False,0,-6.81574110859388,6.81574110859388
33812,Schlachtgewicht,2,Sl&xtg@vIxt,3,11,3,False,0,-7.380833924236275,7.380833924236275
33813,Schlachthaus,2,Sl&xthBs,2,8,2,False,0,-5.889622113195655,5.889622113195655
33814,Schlachthof,2,Sl&xthof,2,8,2,False,0,-5.983781493347249,5.983781493347249
33815,Schlachtopfer,2,Sl&xtO8@r,3,9,3,False,0,-6.54757324913011,6.54757324913011
33816,Schlachtplan,2,Sl&xtplan,2,9,2,False,0,-6.5309270249860365,6.5309270249860365
33817,schlachtreif,2,Sl&xtrWf,2,8,2,False,0,-6.55383294239767,6.55383294239767
33818,Schlachtschiff,2,Sl&xtSIf,2,8,2,False,0,-6.200823138031574,6.200823138031574
33819,Schlachtung,2,Sl&xtUN,2,7,2,False,0,-4.317534798459345,4.317534798459345
33820,Schlachtvieh,2,Sl&xtfi,2,7,2,False,0,-6.089840403207138,6.089840403207138
33821,schlack,1,Sl&k,1,4,1,False,1,-4.837253640598336,4.837253640598336
33822,schlacken,1,Sl&k@n,2,6,2,False,0,-4.268594724712085,4.268594724712085
33823,Schlack,1,Sl&k,1,4,1,False,1,-4.837253640598336,4.837253640598336
33824,Schlackdarm,2,Sl&kd&rm,2,8,2,False,0,-5.5243197679876435,5.5243197679876435
33825,Schlacke,2,Sl&k@,2,5,2,False,0,-5.017660139377128,5.017660139377128
33826,schlackenfrei,3,Sl&k@nfrW,3,9,3,False,0,-7.4558557554628955,7.4558557554628955
33827,schlackenreich,3,Sl&k@nrWx,3,9,3,False,0,-6.642583701906067,6.642583701906067
33828,schlackern,2,Sl&k@rn,2,7,2,False,0,-5.218533003675047,5.218533003675047
33829,schlackig,2,Sl&kIx,2,6,2,False,0,-5.0743220310987995,5.0743220310987995
33830,schlafen,1,Slaf@n,2,6,2,False,0,-4.010065277667986,4.010065277667986
33831,Schlaf,1,Slaf,1,4,1,False,0,-4.154973888545138,4.154973888545138
33832,Schlafanzug,2,Slaf&n=uk,3,9,3,False,0,-6.533751829859393,6.533751829859393
33833,Schlaefchen,2,Sl9fx@n,2,7,1,False,0,-5.191159402236091,5.191159402236091
33834,Schlaefe,2,Sl9f@,2,5,1,False,0,-4.887153605747675,4.887153605747675
33835,Schlaefenbein,3,Sl9f@nbWn,3,9,2,False,0,-6.1378601201411325,6.1378601201411325
33836,Schlafenszeit,3,Slaf@ns=Wt,3,10,3,False,0,-6.7883492735057205,6.7883492735057205
33837,schlaefern,2,Sl9f@rn,2,7,1,False,0,-5.635140901992968,5.635140901992968
33838,Schlaefer,2,Sl9f@r,2,6,1,False,0,-4.580595532474747,4.580595532474747
33839,Schlaeferin,2,Sl9f@rIn,3,8,2,False,0,-5.7535020234981475,5.7535020234981475
33840,schlaff,1,Sl&f,1,4,1,False,0,-5.106899086246646,5.106899086246646
33841,Schlaffheit,2,Sl&fhWt,2,7,2,False,0,-5.609315206378246,5.609315206378246
33842,Schlafgaenger,3,SlafgEN@r,3,9,3,False,0,-5.643431154476584,5.643431154476584
33843,Schlafittchen,1,Sl&fItx@n,3,9,3,False,0,-5.829939243843706,5.829939243843706
33844,Schlafkrankheit,2,Slafkr&NkhWt,3,12,3,False,0,-6.833722081569067,6.833722081569067
33845,schlaflos,2,Slaflos,2,7,2,False,0,-5.149186972599242,5.149186972599242
33846,Schlaflosigkeit,2,SlaflozIxkWt,4,12,4,False,0,-5.222983042774914,5.222983042774914
33847,Schlafmittel,2,SlafmIt@l,3,9,3,False,0,-6.09602843629549,6.09602843629549
33848,Schlafmuetze,2,SlafmY=@,3,8,3,False,0,-5.569157524322844,5.569157524322844
33849,schlaefrig,2,Sl9frIx,2,7,1,False,0,-4.865630728516132,4.865630728516132
33850,Schlaefrigkeit,2,Sl9frIxkWt,3,10,2,False,0,-5.886200547550885,5.886200547550885
33851,Schlafrock,2,SlafrOk,2,7,2,False,0,-5.545107909045201,5.545107909045201
33852,Schlafsaal,2,Slafzal,2,7,2,False,0,-5.420056343224534,5.420056343224534
33853,Schlafsack,2,Slafz&k,2,7,2,False,0,-5.420056343224534,5.420056343224534
33854,schlafsuechtig,2,SlafzYxtIx,3,10,3,False,0,-5.659243411965432,5.659243411965432
33855,Schlaftrunk,2,SlaftrUNk,2,9,2,False,0,-5.572939362177263,5.572939362177263
33856,schlaftrunken,2,SlaftrUNk@n,3,11,3,False,0,-5.637254297230905,5.637254297230905
33857,Schlaftrunkenheit,2,SlaftrUNk@nhWt,4,14,4,False,0,-7.62144580815677,7.62144580815677
33858,Schlafwagen,2,Slafvag@n,3,9,3,False,0,-5.597816171979453,5.597816171979453
33859,schlafwandeln,2,Slafv&nd@ln,3,11,3,False,0,-6.166964405077035,6.166964405077035
33860,Schlafwandler,2,Slafv&ndl@r,3,11,3,False,0,-6.633301027890413,6.633301027890413
33861,Schlafwandlerin,2,Slafv&ndl@rIn,4,13,4,False,0,-7.641195657443224,7.641195657443224
33862,schlafwandlerisch,2,Slafv&ndl@rIS,4,13,4,False,0,-7.302824193096302,7.302824193096302
33863,Schlafzimmer,2,Slaf=Im@r,3,9,3,False,0,-5.893095042708026,5.893095042708026
33864,schlagen,1,Slag@n,2,6,2,False,0,-4.922677542385342,4.922677542385342
33865,Schlag,1,Slak,1,4,1,False,0,-3.606528638051472,3.606528638051472
33866,Schlagader,2,Slakad@r,3,8,3,False,0,-5.581963727505108,5.581963727505108
33867,Schlaganfall,2,Slak&nf&l,3,9,3,False,0,-6.803865241423,6.803865241423
33868,schlagartig,3,SlakartIx,3,9,3,False,0,-5.906728320885851,5.906728320885851
33869,Schlagball,2,Slakb&l,2,7,2,False,0,-6.104957073528838,6.104957073528838
33870,schlagbar,2,Slakbar,2,7,2,False,0,-5.081567310046206,5.081567310046206
33871,Schlagbaum,2,SlakbBm,2,7,2,False,0,-5.896170796751724,5.896170796751724
33872,Schlaegel,1,Sl9g@l,2,6,1,False,0,-6.277565539968126,6.277565539968126
33873,Schlager,1,Slag@r,2,6,2,False,0,-5.346753717264513,5.346753717264513
33874,Schlaeger,2,Sl9g@r,2,6,1,False,0,-4.670622278785019,4.670622278785019
33875,Schlaegerei,2,Sl9g@rW,3,7,2,False,0,-5.840622727829904,5.840622727829904
33876,Schlagermusik,2,Slag@rmuzik,4,11,4,False,0,-7.89880765685544,7.89880765685544
33877,schlagfertig,2,SlakfErtIx,3,10,3,False,0,-6.861961689179484,6.861961689179484
33878,Schlagfertigkeit,2,SlakfErtIxkWt,4,13,4,False,0,-7.5961673110485775,7.5961673110485775
33879,schlagfest,2,SlakfEst,2,8,2,False,0,-5.778908060047012,5.778908060047012
33880,Schlaghammer,2,Slakh&m@r,3,9,3,False,0,-6.2227228477750405,6.2227228477750405
33881,Schlaginstrument,2,SlakInstrumEnt,4,14,4,False,0,-7.3587684872156265,7.3587684872156265
33882,Schlagkraft,2,Slakkr&ft,2,9,2,False,0,-5.763003628274274,5.763003628274274
33883,schlagkraeftig,2,SlakkrEftIx,3,11,3,False,0,-6.139991896056847,6.139991896056847
33884,Schlagrahm,2,Slakram,2,7,2,False,0,-6.124997438080779,6.124997438080779
33885,Schlagring,2,SlakrIN,2,7,2,False,0,-6.124997438080779,6.124997438080779
33886,Schlagsahne,2,Slakzan@,3,8,3,False,0,-6.271667805857529,6.271667805857529
33887,Schlagseite,2,SlakzWt@,3,8,3,False,0,-6.305717087307931,6.305717087307931
33888,Schlagwerk,2,SlakvErk,2,8,2,False,0,-5.973915292735034,5.973915292735034
33889,Schlagwort,2,SlakvOrt,2,8,2,False,0,-6.330231727198309,6.330231727198309
